"","r_id","collection"
"2462",6503918,"Great Coffee"
"2463",10686,"Brilliant Biryanis"
"2464",10163,"Super Seafood"
"2465",6504339,"Great Coffee"
"2466",6504734,"Brilliant Biryanis"
"2467",12458,"Beer in a Bar"
"2468",11878,"What's Your Poison?"
"2469",10070,"Veggie Friendly"
"2470",10744,"Sunday Brunches"
"2471",12662,"Pan-Asian Delicacies"
"2472",6503798,"Great Coffee"
"2473",12018,"Veggie Friendly"
"2474",6503743,"Great Coffee"
"2475",11703,"Pan-Asian Delicacies"
"2476",11327,"Pocket Friendly"
"2477",12144,"Legendary Restaurants"
"2478",11000,"European & Mediterranean"
"2479",11078,"Pan-Asian Delicacies"
"2480",13333,"Great Coffee"
"2481",6504598,"Romantic"
"2482",13299,"Pocket Friendly"
"2483",13300,"Street Food"
"2484",6504064,"What's Your Poison?"
"2485",10970,"Pocket Friendly"
"2486",6503641,"Pocket Friendly"
"2487",13278,"Beer in a Bar"
"2488",6505134,"Sunday Brunches"
"2489",12015,"Late Night Eats"
"2490",6504721,"Great Coffee"
"2491",6505368,"Rooftops"
"2492",6505071,"What's Your Poison?"
"2493",6505944,"Great Breakfasts"
"2494",11209,"Sunday Brunches"
"2495",13915,"Meat Cravings"
"2496",10975,"Pan-Asian Delicacies"
"2497",6504201,"Brilliant Biryanis"
"2498",10663,"What's Your Poison?"
"2499",6503684,"Sweet Tooth"
"2500",10039,"Legendary Restaurants"
"2501",13543,"Pocket Friendly"
"2502",11379,"Sumptuous Sizzlers"
"2503",11438,"Pan-Asian Delicacies"
"2504",13019,"Brilliant Biryanis"
"2505",6504858,"Great Breakfasts"
"2506",11264,"Pan-Asian Delicacies"
"2507",6504254,"Veggie Friendly"
"2508",13279,"Legendary Restaurants"
"2509",11027,"Super Seafood"
"2510",10743,"Regional Favorites"
"2511",13613,"Pan-Asian Delicacies"
"2512",10822,"Pan-Asian Delicacies"
"2513",13251,"Romantic"
"2514",10081,"Pocket Friendly"
"2515",6504273,"Great Coffee"
"2516",12033,"Regional Favorites"
"2517",12122,"Sweet Tooth"
"2518",10050,"Super Seafood"
"2519",13262,"Late Night Eats"
"2520",6503348,"Sweet Tooth"
"2521",10919,"Street Food"
"2522",6504459,"Great Breakfasts"
"2523",6504661,"Regional Favorites"
"2524",6503365,"Sweet Tooth"
"2525",13311,"Brilliant Biryanis"
"2526",11219,"Sunday Brunches"
"2527",6503245,"Romantic"
"2528",10638,"Beer in a Bar"
"2529",13813,"Pocket Friendly"
"2530",13242,"Street Food"
"2531",6503556,"Street Food"
"2532",11971,"Brilliant Biryanis"
"2533",13160,"Outdoor Seating"
"2534",13957,"Romantic"
"2535",10263,"Romantic"
"2536",13775,"On the Outskirts"
"2537",6504468,"On the Outskirts"
"2538",6505083,"Pocket Friendly"
"2539",10792,"Great Coffee"
"2540",6505278,"On the Outskirts"
"2541",6503979,"Super Seafood"
"2542",6506848,"Newly Opened"
"2543",12738,"Veggie Friendly"
"2544",6505794,"Newly Opened"
"2545",10747,"Great Breakfasts"
"2546",12055,"Great Coffee"
"2547",11169,"Sweet Tooth"
"2548",6505333,"Late Night Eats"
"2549",10234,"Super Seafood"
"2550",12037,"Legendary Restaurants"
"2551",6504343,"Rooftops"
"2552",12826,"Street Food"
"2553",6505656,"Brilliant Biryanis"
"2554",6506828,"Newly Opened"
"2555",6506810,"Newly Opened"
"2556",6506769,"Newly Opened"
"2557",6506890,"Newly Opened"
"2558",11214,"Beer in a Bar"
"2559",6505403,"Beer in a Bar"
"2560",6504660,"Legendary Restaurants"
"2561",12824,"Street Food"
"2562",12750,"Sweet Tooth"
"2563",13203,"Terrific Thalis"
"2564",6506206,"Newly Opened"
"2565",6505067,"Late Night Eats"
"2566",6505258,"Regional Favorites"
"2567",6503391,"Sweet Tooth"
"2568",12043,"Street Food"
"2569",13650,"Great Coffee"
"2570",11022,"Romantic"
"2571",12157,"Regional Favorites"
"2572",10707,"Brilliant Biryanis"
"2573",10943,"Sweet Tooth"
"2574",6505263,"Rooftops"
"2575",11291,"Pan-Asian Delicacies"
"2576",6503921,"Great Coffee"
"2577",6505188,"Late Night Eats"
"2578",6503711,"Sweet Tooth"
"2579",13060,"On the Outskirts"
"2580",12011,"Great Coffee"
"2581",13770,"Super Seafood"
"2582",13225,"Student Faves"
"2583",12516,"Student Faves"
"2584",13820,"Street Food"
"2585",12172,"Regional Favorites"
"2586",10850,"Veggie Friendly"
"2587",10238,"Pan-Asian Delicacies"
"2588",13285,"Street Food"
"2589",13532,"Street Food"
"2590",6504508,"Upper Crust"
"2591",11673,"Sweet Tooth"
"2592",6504248,"Regional Favorites"
"2593",10603,"Sunday Brunches"
"2594",10745,"Sunday Brunches"
"2595",10863,"Legendary Restaurants"
"2596",6504559,"On the Outskirts"
"2597",6505919,"Regional Favorites"
"2598",6506850,"Newly Opened"
"2599",6504329,"Sumptuous Sizzlers"
"2600",13913,"Super Seafood"
"2601",6504423,"Great Breakfasts"
"2602",11084,"Pocket Friendly"
"2603",10767,"Great Breakfasts"
"2604",10219,"Great Coffee"
"2605",6505255,"Super Seafood"
"2606",6506911,"Newly Opened"
"2607",11170,"Super Seafood"
"2608",11513,"Student Faves"
"2609",6504087,"Super Seafood"
"2610",10260,"Super Seafood"
"2611",11162,"Sunday Brunches"
"2612",11296,"Late Night Eats"
"2613",6503099,"Super Seafood"
"2614",10227,"Meat Cravings"
"2615",6504488,"Pocket Friendly"
"2616",6504426,"Pan-Asian Delicacies"
"2617",6503933,"Brilliant Biryanis"
"2618",6503301,"Pan-Asian Delicacies"
"2619",10002,"Veggie Friendly"
"2620",11280,"Regional Favorites"
"2621",10727,"Pan-Asian Delicacies"
"2622",13043,"Super Seafood"
"2623",6505098,"Pan-Asian Delicacies"
"2624",11524,"Regional Favorites"
"2625",10132,"Sumptuous Sizzlers"
"2626",6504652,"Super Seafood"
"2627",6503018,"Great Breakfasts"
"2628",12064,"Super Seafood"
"2629",10085,"Super Seafood"
"2630",10713,"Romantic"
"2631",6504041,"Pan-Asian Delicacies"
"2632",11548,"Sunday Brunches"
"2633",11504,"Pan-Asian Delicacies"
"2634",6504516,"Veggie Friendly"
"2635",12621,"Beer in a Bar"
"2636",13956,"Outdoor Seating"
"2637",10981,"Brilliant Biryanis"
"2638",11349,"Great Coffee"
"2639",10700,"Beer in a Bar"
"2640",6503273,"Great Breakfasts"
"2641",10969,"Regional Favorites"
"2642",11168,"Great Breakfasts"
"2643",11372,"Pan-Asian Delicacies"
"2644",13236,"What's Your Poison?"
"2645",10215,"Student Faves"
"2646",6504204,"Super Seafood"
"2647",11785,"Sunday Brunches"
"2648",11163,"Sunday Brunches"
"2649",10746,"What's Your Poison?"
"2650",11166,"Great Breakfasts"
"2651",10007,"Legendary Restaurants"
"2652",12387,"Great Coffee"
"2653",6503036,"Romantic"
"2654",11747,"Pocket Friendly"
"2655",13004,"Street Food"
"2656",6503678,"Pan-Asian Delicacies"
"2657",6505272,"Regional Favorites"
"2658",12509,"Rooftops"
"2659",11104,"Pan-Asian Delicacies"
"2660",53144,"Super Seafood"
"2661",50642,"Super Seafood"
"2662",58271,"Veggie Friendly"
"2663",55907,"Sunday Brunches"
"2664",50693,"Kickass Burgers"
"2665",50448,"Pocket Friendly"
"2666",53358,"Great Breakfasts"
"2667",58842,"Veggie Friendly"
"2668",56832,"Romantic"
"2669",56023,"Great Coffee"
"2670",54405,"Meat Cravings"
"2671",51017,"Flavours of Punjab"
"2672",50512,"Flavours of Punjab"
"2673",51907,"Microbreweries"
"2674",53221,"Veggie Friendly"
"2675",52093,"European & Mediterranean"
"2676",51008,"Legendary Restaurants"
"2677",50620,"Veggie Friendly"
"2678",53566,"Pocket Friendly Bars"
"2679",50314,"Legendary Restaurants"
"2680",50943,"Great Buffets"
"2681",52291,"Pan-Asian Delicacies"
"2682",65306,"Veggie Friendly"
"2683",70065,"Romantic"
"2684",66565,"Great Breakfasts"
"2685",66834,"Legendary Restaurants"
"2686",69194,"Barbecue & Grill"
"2687",66138,"Veggie Friendly"
"2688",65487,"Great Breakfasts"
"2689",66956,"Barbecue & Grill"
"2690",69646,"What's Your Poison?"
"2691",65413,"Super Seafood"
"2692",65602,"Kebab Places"
"2693",67614,"All-day Dining"
"2694",65123,"Jain Food"
"2695",70360,"Street Food"
"2696",71572,"All-day Dining"
"2697",69035,"Veggie Friendly"
"2698",70679,"Veggie Friendly"
"2699",71036,"Barbecue & Grill"
"2700",71725,"Newly Opened"
"2701",70435,"Regional Favorites"
"2702",68502,"Veggie Friendly"
"2703",4825,"Student Faves"
"2704",1777,"Legendary Restaurants"
"2705",2649,"Sweet Tooth"
"2706",2788,"Kickass Burgers"
"2707",310592,"Student Faves"
"2708",307113,"Sweet Tooth"
"2709",4249,"Legendary Restaurants"
"2710",5030,"Outdoor Seating"
"2711",8621,"Outdoor Seating"
"2712",303960,"Microbreweries"
"2713",309339,"Rooftops"
"2714",5873,"Kickass Burgers"
"2715",306566,"Kickass Burgers"
"2716",7843,"Regional Favorites"
"2717",5055,"Outdoor Seating"
"2718",21875,"Brilliant Biryanis"
"2719",24313,"Late Night Eats"
"2720",23767,"Late Night Eats"
"2721",22006,"Great Momos"
"2722",20712,"Legendary Restaurants"
"2723",21630,"Student Faves"
"2724",20974,"Super Seafood"
"2725",24760,"Veggie Friendly"
"2726",22004,"Outdoor Seating"
"2727",20348,"Themed Restaurants"
"2728",23636,"Super Seafood"
"2729",21411,"Legendary Restaurants"
"2730",20862,"Beer in a Bar"
"2731",20720,"Outdoor Seating"
"2732",21350,"Beer in a Bar"
"2733",21612,"Taste of Bengal"
"2734",21426,"Meat Cravings"
"2735",22173,"Legendary Restaurants"
"2736",23365,"Outdoor Seating"
"2737",24193,"Outdoor Seating"
"2738",20890,"Pan-Asian Delicacies"
"2739",21431,"Great Chinese"
"2740",20072,"Legendary Restaurants"
"2741",20833,"Pan-Asian Delicacies"
"2742",23295,"Student Faves"
"2743",94224,"Rooftops"
"2744",90021,"Meat Cravings"
"2745",92471,"Regional Favorites"
"2746",92525,"Great Italian"
"2747",94817,"Frozen Delights"
"2748",92253,"Pan-Asian Delicacies"
"2749",96441,"Hidden Gems"
"2750",95829,"Great Italian"
"2751",93094,"Rooftops"
"2752",90171,"Veggie Friendly"
"2753",91987,"Veggie Friendly"
"2754",97518,"Regional Favorites"
"2755",96109,"Rooftops"
"2756",93598,"Rooftops"
"2757",96507,"Great Coffee"
"2758",92562,"Rooftops"
"2759",95800,"Great Italian"
"2760",90869,"Best Bakeries"
"2761",47770,"Value For Money"
"2762",48540,"Kickass Burgers"
"2763",44668,"Kickass Burgers"
"2764",42597,"Sports Bars"
"2765",44155,"Great Coffee"
"2766",40427,"Legendary Restaurants"
"2767",36296,"Legendary Restaurants"
"2768",41295,"Romantic"
"2769",41769,"Legendary Restaurants"
"2770",37730,"Great Breakfasts"
"2771",37814,"Late Night Eats"
"2772",49074,"European & Mediterranean"
"2773",34756,"Delicious Dosas"
"2774",44422,"Romantic"
"2775",36833,"Mexican Magic"
"2776",40714,"Sunday Brunches"
"2777",16508751,"European & Mediterranean"
"2778",44057,"Rooftops"
"2779",37421,"Gourmet Pizza"
"2780",34757,"Value For Money"
"2781",40374,"Kickass Burgers"
"2782",48439,"Gourmet Pizza"
"2783",39240,"Legendary Restaurants"
"2784",36291,"Veggie Friendly"
"2785",17871363,"Newly Opened"
"2786",10627,"Sunday Brunches"
"2787",6503424,"Romantic"
"2788",10128,"Regional Favorites"
"2789",6504891,"Regional Favorites"
"2790",11213,"Regional Favorites"
"2791",10693,"Brilliant Biryanis"
"2792",10069,"Veggie Friendly"
"2793",13879,"Beer in a Bar"
"2794",13011,"Beer in a Bar"
"2795",10001,"Outdoor Seating"
"2796",13218,"Regional Favorites"
"2797",12009,"Legendary Restaurants"
"2798",13054,"On the Outskirts"
"2799",11371,"Meat Cravings"
"2800",10769,"Meat Cravings"
"2801",10768,"Meat Cravings"
"2802",10705,"Great Breakfasts"
"2803",6503235,"Sunday Brunches"
"2804",13408,"Regional Favorites"
"2805",6503070,"Beer in a Bar"
"2806",10580,"Beer in a Bar"
"2807",6504819,"Romantic"
"2808",6506138,"What's Your Poison?"
"2809",52628,"Great Buffets"
"2810",58413,"Student Faves"
"2811",51063,"Sunday Brunches"
"2812",53396,"Romantic"
"2813",50691,"Brilliant Biryanis"
"2814",53877,"Kickass Burgers"
"2815",57795,"Brilliant Biryanis"
"2816",58998,"Kickass Burgers"
"2817",54123,"Shawarmas & Falafel"
"2818",50407,"Romantic"
"2819",50268,"Flavours of Punjab"
"2820",52253,"Romantic"
"2821",50975,"Romantic"
"2822",50619,"Sunday Brunches"
"2823",55775,"Student Faves"
"2824",51065,"Legendary Restaurants"
"2825",52859,"Flavours of Punjab"
"2826",55919,"Romantic"
"2827",51973,"Great Buffets"
"2828",58853,"Pocket Friendly Bars"
"2829",58819,"Beer in a Bar"
"2830",56472,"Microbreweries"
"2831",51610,"Veggie Friendly"
"2832",51552,"Rooftops"
"2833",54046,"Microbreweries"
"2834",51038,"Student Faves"
"2835",56718,"Microbreweries"
"2836",70355,"Corporate Dining"
"2837",67436,"Jain Food"
"2838",69134,"All-day Dining"
"2839",67388,"Sweet Tooth"
"2840",68471,"Veggie Friendly"
"2841",68744,"Sunday Brunches"
"2842",71639,"Newly Opened"
"2843",71020,"What's Your Poison?"
"2844",67196,"Super Seafood"
"2845",71489,"Corporate Dining"
"2846",67160,"Barbecue & Grill"
"2847",65268,"Street Food"
"2848",67144,"Sunday Brunches"
"2849",66346,"Sweet Tooth"
"2850",66424,"Super Seafood"
"2851",70663,"Street Food"
"2852",67562,"Sunday Brunches"
"2853",71438,"Sweet Tooth"
"2854",68215,"Pocket Friendly"
"2855",71443,"Super Seafood"
"2856",66419,"All-day Dining"
"2857",2004,"Romantic"
"2858",3782,"Sunday Brunches"
"2859",4959,"Microbreweries"
"2860",301718,"Brilliant Biryanis"
"2861",1614,"Sweet Tooth"
"2862",305782,"Upper Crust"
"2863",305281,"Outdoor Seating"
"2864",4751,"Kickass Burgers"
"2865",305461,"What's Your Poison?"
"2866",4631,"Regional Favorites"
"2867",5732,"Great Breakfasts"
"2868",305525,"Regional Favorites"
"2869",306046,"Regional Favorites"
"2870",312423,"Newly Opened"
"2871",301489,"Rooftops"
"2872",21380,"Legendary Restaurants"
"2873",24794,"Hidden Gems"
"2874",24503,"Pan-Asian Delicacies"
"2875",20453,"Dhabe di Shaan"
"2876",21669,"Taste of Bengal"
"2877",24735,"Late Night Eats"
"2878",21997,"Outdoor Seating"
"2879",21230,"Student Faves"
"2880",24629,"Cocktail Bars"
"2881",21176,"Legendary Restaurants"
"2882",23057,"Sweet Tooth"
"2883",21308,"Taste of Bengal"
"2884",20002,"Great Buffets"
"2885",22426,"Super Seafood"
"2886",24781,"Meat Cravings"
"2887",23185,"Hookah Bars"
"2888",20613,"Student Faves"
"2889",21545,"Meat Cravings"
"2890",21636,"Romantic"
"2891",25570,"Newly Opened"
"2892",23964,"Super Seafood"
"2893",23805,"Summer Coolers"
"2894",23899,"Live Sports Screenings"
"2895",23629,"Great Breakfasts"
"2896",20928,"Legendary Restaurants"
"2897",21885,"Hanging Out"
"2898",24564,"Sweet Tooth"
"2899",91796,"Beer in a Bar"
"2900",97211,"Rooftops"
"2901",91732,"Rooftops"
"2902",92584,"Frozen Delights"
"2903",90754,"Regional Favorites"
"2904",93427,"Street Food"
"2905",90178,"Meat Cravings"
"2906",90889,"Meat Cravings"
"2907",96615,"Great Coffee"
"2908",94938,"Pocket Friendly"
"2909",97824,"Newly Opened"
"2910",96082,"Great Coffee"
"2911",93000,"Brilliant Biryanis"
"2912",92577,"Great Coffee"
"2913",91808,"Sunday Brunches"
"2914",90686,"Rooftops"
"2915",91854,"Beer in a Bar"
"2916",91500,"Beer in a Bar"
"2917",96626,"Great Italian"
"2918",93545,"Brilliant Biryanis"
"2919",96007,"Frozen Delights"
"2920",92651,"Hidden Gems"
"2921",97390,"Regional Favorites"
"2922",48736,"Veggie Friendly"
"2923",40375,"Sumptuous Sizzlers"
"2924",36280,"Kickass Burgers"
"2925",32223,"Great Breakfasts"
"2926",36141,"Celeb Spotting"
"2927",32471,"Delicious Dosas"
"2928",36164,"Legendary Restaurants"
"2929",46901,"Veggie Friendly"
"2930",37206,"Pan-Asian Delicacies"
"2931",36440,"Romantic"
"2932",48362,"Veggie Friendly"
"2933",43988,"Beer in a Bar"
"2934",16505332,"Great Breakfasts"
"2935",35073,"Great Breakfasts"
"2936",36282,"Legendary Restaurants"
"2937",37740,"Hidden Gems"
"2938",47945,"Beer in a Bar"
"2939",17806988,"Beer in a Bar"
"2940",10249,"Student Faves"
"2941",6504626,"Student Faves"
"2942",11026,"Great Breakfasts"
"2943",11165,"Romantic"
"2944",13175,"Beer in a Bar"
"2945",6505365,"Outdoor Seating"
"2946",11199,"Sweet Tooth"
"2947",10720,"European & Mediterranean"
"2948",10631,"What's Your Poison?"
"2949",10579,"Romantic"
"2950",10217,"Legendary Restaurants"
"2951",6505309,"Outdoor Seating"
"2952",10021,"Veggie Friendly"
"2953",10651,"Beer in a Bar"
"2954",6504466,"What's Your Poison?"
"2955",10625,"What's Your Poison?"
"2956",11211,"Sumptuous Sizzlers"
"2957",11222,"Pan-Asian Delicacies"
"2958",12056,"Legendary Restaurants"
"2959",6504718,"Sweet Tooth"
"2960",10131,"Sumptuous Sizzlers"
"2961",11807,"Meat Cravings"
"2962",13179,"Meat Cravings"
"2963",13721,"Meat Cravings"
"2964",10710,"Romantic"
"2965",57355,"Beer in a Bar"
"2966",52212,"Late Night Eats"
"2967",59333,"Romantic"
"2968",60357,"Kickass Burgers"
"2969",50995,"Great Breakfasts"
"2970",56752,"Cocktail Bars"
"2971",58294,"Great Coffee"
"2972",52459,"Legendary Restaurants"
"2973",50223,"Kickass Burgers"
"2974",53165,"Great Buffets"
"2975",56542,"Great Coffee"
"2976",50003,"Sunday Brunches"
"2977",51600,"Romantic"
"2978",50663,"Legendary Restaurants"
"2979",51039,"Student Faves"
"2980",56564,"Romantic"
"2981",51293,"Kickass Burgers"
"2982",56619,"Microbreweries"
"2983",53360,"Sweet Tooth"
"2984",57329,"Kickass Burgers"
"2985",55353,"Rooftops"
"2986",50462,"Kickass Burgers"
"2987",59698,"Great Breakfasts"
"2988",57678,"Kickass Burgers"
"2989",53546,"Great Coffee"
"2990",50068,"Great Buffets"
"2991",53211,"Romantic"
"2992",65124,"Jain Food"
"2993",70921,"Kickass Burgers"
"2994",67372,"Regional Favorites"
"2995",71024,"Themed Restaurants"
"2996",65624,"Upper Crust"
"2997",68619,"Veggie Friendly"
"2998",70889,"Romantic"
"2999",66447,"Romantic"
"3000",71799,"Newly Opened"
"3001",66204,"What's Your Poison?"
"3002",66479,"Regional Favorites"
"3003",69000,"Barbecue & Grill"
"3004",70894,"Regional Favorites"
"3005",70023,"Barbecue & Grill"
"3006",70844,"All-day Dining"
"3007",71768,"Newly Opened"
"3008",65340,"Sea View"
"3009",67691,"All-day Dining"
"3010",71840,"Newly Opened"
"3011",65128,"Romantic"
"3012",66428,"Street Food"
"3013",68864,"Barbecue & Grill"
"3014",70928,"Pan-Asian Delicacies"
"3015",67486,"Barbecue & Grill"
"3016",68560,"Themed Restaurants"
"3017",65651,"Barbecue & Grill"
"3018",65518,"Super Seafood"
"3019",306476,"Rooftops"
"3020",304746,"Rooftops"
"3021",311057,"Newly Opened"
"3022",312123,"Newly Opened"
"3023",1188,"Romantic"
"3024",306564,"Kickass Burgers"
"3025",301700,"Great Coffee"
"3026",309664,"Great Breakfasts"
"3027",309138,"What's Your Poison?"
"3028",304262,"Great Coffee"
"3029",309478,"Butter Chicken"
"3030",309790,"What's Your Poison?"
"3031",308022,"Cocktail Bars"
"3032",311618,"Kickass Burgers"
"3033",55,"Pan-Asian Delicacies"
"3034",5229,"Regional Favorites"
"3035",308322,"What's Your Poison?"
"3036",20855,"Legendary Restaurants"
"3037",20782,"Great Chinese"
"3038",21212,"Legendary Restaurants"
"3039",24195,"Great Chinese"
"3040",24342,"Great Breakfasts"
"3041",23587,"Romantic"
"3042",21219,"Great Buffets"
"3043",21527,"Brilliant Biryanis"
"3044",20927,"Pan-Asian Delicacies"
"3045",23933,"Great Momos"
"3046",22164,"Romantic"
"3047",24525,"Meat Cravings"
"3048",20240,"Legendary Restaurants"
"3049",20852,"Romantic"
"3050",24452,"Great Buffets"
"3051",23831,"Beer in a Bar"
"3052",25628,"Newly Opened"
"3053",21520,"Super Seafood"
"3054",24286,"Beer in a Bar"
"3055",20870,"Legendary Restaurants"
"3056",20796,"Brilliant Biryanis"
"3057",20350,"Legendary Restaurants"
"3058",23729,"Meat Cravings"
"3059",23273,"Brilliant Biryanis"
"3060",20404,"Legendary Restaurants"
"3061",20842,"Super Seafood"
"3062",24530,"Super Seafood"
"3063",20797,"Legendary Restaurants"
"3064",90752,"Legendary Restaurants"
"3065",90034,"Veggie Friendly"
"3066",90896,"Legendary Restaurants"
"3067",96742,"Best Bakeries"
"3068",93335,"Veggie Friendly"
"3069",90517,"Brilliant Biryanis"
"3070",91711,"Legendary Restaurants"
"3071",96776,"Best Bakeries"
"3072",90606,"Sunday Brunches"
"3073",91662,"Legendary Restaurants"
"3074",90903,"Late Night Eats"
"3075",90499,"Great Coffee"
"3076",90022,"Pocket Friendly"
"3077",90744,"Sunday Brunches"
"3078",93766,"Sunday Brunches"
"3079",94814,"Rooftops"
"3080",97503,"Newly Opened"
"3081",96346,"Regional Favorites"
"3082",91682,"Sunday Brunches"
"3083",94286,"Meat Cravings"
"3084",97415,"Regional Favorites"
"3085",48706,"Kickass Burgers"
"3086",34383,"Legendary Restaurants"
"3087",45437,"Kickass Burgers"
"3088",37978,"Veggie Friendly"
"3089",39675,"Pan-Asian Delicacies"
"3090",46021,"On the Outskirts"
"3091",36290,"Super Sushi"
"3092",42758,"Veggie Friendly"
"3093",43193,"Meaty Feast"
"3094",36403,"Hidden Gems"
"3095",16527711,"Veggie Friendly"
"3096",35217,"Value For Money"
"3097",16541542,"All-day Dining"
"3098",37237,"Rooftops"
"3099",44568,"Pan-Asian Delicacies"
"3100",32475,"Great Cheesecakes"
"3101",34396,"Sea View"
"3102",37995,"Veggie Friendly"
"3103",49580,"Healthy Eating"
"3104",47221,"Wine Bars"
"3105",36277,"Beer in a Bar"
"3106",48933,"Pan-Asian Delicacies"
"3107",43968,"Hidden Gems"
"3108",6504213,"Beer in a Bar"
"3109",10143,"Meat Cravings"
"3110",10028,"Legendary Restaurants"
"3111",10699,"Romantic"
"3112",6505316,"Pocket Friendly"
"3113",6505274,"Rooftops"
"3114",11375,"Meat Cravings"
"3115",10125,"Legendary Restaurants"
"3116",10077,"European & Mediterranean"
"3117",11469,"Romantic"
"3118",11079,"Sunday Brunches"
"3119",13275,"Outdoor Seating"
"3120",6505564,"Great Breakfasts"
"3121",10750,"Romantic"
"3122",10011,"Legendary Restaurants"
"3123",13914,"Veggie Friendly"
"3124",6505308,"What's Your Poison?"
"3125",6504352,"Sunday Brunches"
"3126",6504825,"Pan-Asian Delicacies"
"3127",6505607,"Sweet Tooth"
"3128",13231,"Sweet Tooth"
"3129",11882,"Great Breakfasts"
"3130",13393,"Great Breakfasts"
"3131",6504409,"Beer in a Bar"
"3132",10213,"Outdoor Seating"
"3133",10987,"Great Breakfasts"
"3134",10644,"Sunday Brunches"
"3135",53872,"Microbreweries"
"3136",54503,"Microbreweries"
"3137",57833,"Microbreweries"
"3138",58273,"Sweet Tooth"
"3139",58567,"Great Buffets"
"3140",58268,"Rooftops"
"3141",58243,"Pan-Asian Delicacies"
"3142",57177,"Sunday Brunches"
"3143",61470,"Newly Opened"
"3144",57736,"Mexican Magic"
"3145",54470,"Microbreweries"
"3146",59132,"Kickass Burgers"
"3147",54127,"Rooftops"
"3148",56464,"Hot Chocolate Spots"
"3149",61555,"Newly Opened"
"3150",54397,"European & Mediterranean"
"3151",54044,"Great Breakfasts"
"3152",58882,"Microbreweries"
"3153",56618,"Meat Cravings"
"3154",59422,"Frozen Delights"
"3155",59840,"Gourmet Pizza"
"3156",54097,"Microbreweries"
"3157",57438,"Great Breakfasts"
"3158",51705,"Microbreweries"
"3159",60587,"Kickass Burgers"
"3160",51040,"Kickass Burgers"
"3161",52228,"Business Dining"
"3162",60603,"Great Buffets"
"3163",70092,"Veggie Friendly"
"3164",68585,"Corporate Dining"
"3165",66457,"Veggie Friendly"
"3166",67407,"Corporate Dining"
"3167",66412,"Late Night Eats"
"3168",66120,"Romantic"
"3169",70961,"Regional Favorites"
"3170",69951,"Great Breakfasts"
"3171",71492,"Themed Restaurants"
"3172",67354,"Veggie Friendly"
"3173",71406,"Super Seafood"
"3174",70431,"Great Breakfasts"
"3175",69218,"Kickass Burgers"
"3176",65055,"Barbecue & Grill"
"3177",65181,"Kickass Burgers"
"3178",66724,"Veggie Friendly"
"3179",71525,"Kickass Burgers"
"3180",70856,"Barbecue & Grill"
"3181",66497,"Brilliant Biryanis"
"3182",70497,"Upper Crust"
"3183",69024,"Themed Restaurants"
"3184",67454,"Themed Restaurants"
"3185",66498,"Sweet Tooth"
"3186",71000,"Barbecue & Grill"
"3187",900,"Regional Favorites"
"3188",310455,"Rooftops"
"3189",463,"Kebab Places"
"3190",306503,"Pocket Friendly"
"3191",1819,"Great Breakfasts"
"3192",305453,"Pan-Asian Delicacies"
"3193",308646,"Healthy Breakfast"
"3194",305905,"What's Your Poison?"
"3195",799,"Brilliant Biryanis"
"3196",307490,"What's Your Poison?"
"3197",301432,"What's Your Poison?"
"3198",899,"Great Breakfasts"
"3199",10632,"Rooftops"
"3200",303095,"Rooftops"
"3201",1641,"Cocktail Bars"
"3202",305112,"Butter Chicken"
"3203",24665,"Live Sports Screenings"
"3204",307565,"What's Your Poison?"
"3205",301397,"Student Faves"
"3206",309549,"Great Breakfasts"
"3207",2675,"Outdoor Seating"
"3208",9618,"European & Mediterranean"
"3209",311675,"Meat Cravings"
"3210",4404,"Great Breakfasts"
"3211",306341,"What's Your Poison?"
"3212",304202,"Meat Cravings"
"3213",304239,"What's Your Poison?"
"3214",307454,"Meat Cravings"
"3215",301045,"Romantic"
"3216",68170,"Corporate Dining"
"3217",7036,"Rooftops"
"3218",67168,"Veggie Friendly"
"3219",65970,"Corporate Dining"
"3220",301003,"Meat Cravings"
"3221",305125,"European & Mediterranean"
"3222",71265,"Juices & Shakes"
"3223",4092,"Old Delhi Treats"
"3224",3910,"Late Night Eats"
"3225",2699,"Great Breakfasts"
"3226",70923,"Home Bakers"
"3227",306188,"Pan-Asian Delicacies"
"3228",308357,"Meat Cravings"
"3229",307432,"What's Your Poison?"
"3230",302742,"Kebab Places"
"3231",301287,"Old Delhi Treats"
"3232",305262,"Business Dining"
"3233",303644,"Old Delhi Treats"
"3234",308246,"Healthy Breakfast"
"3235",4905,"What's Your Poison?"
"3236",2694,"Pan-Asian Delicacies"
"3237",70643,"Pocket Friendly"
"3238",307230,"Brilliant Biryanis"
"3239",3079,"Butter Chicken"
"3240",4910,"Meat Cravings"
"3241",71275,"Juices & Shakes"
"3242",9095,"Street Food"
"3243",2749,"Meat Cravings"
"3244",302282,"Business Dining"
"3245",2708,"Business Dining"
"3246",302455,"Meat Cravings"
"3247",301559,"Late Night Eats"
"3248",2741,"Pan-Asian Delicacies"
"3249",302382,"Cocktail Bars"
"3250",303599,"Kebab Places"
"3251",306253,"Pan-Asian Delicacies"
"3252",65416,"Great Breakfasts"
"3253",71678,"Kebab Places"
"3254",800,"Butter Chicken"
"3255",3372,"Pocket Friendly"
"3256",65698,"Corporate Dining"
"3257",7999,"Great Breakfasts"
"3258",3545,"Late Night Eats"
"3259",8832,"Pocket Friendly"
"3260",3428,"Regional Favorites"
